conf_percent,class_percent,localisation_percent,fold_0_auprc,fold_0_auroc,fold_1_auprc,fold_1_auroc,fold_2_auprc,fold_2_auroc,fold_3_auprc,fold_3_auroc,fold_4_auprc,fold_4_auroc,mean_fold_auprc,mean_fold_auroc,equal_weight_distance
0,66,34,0.9471259204301274,0.8508914100486223,0.9458526016051466,0.8678199907076779,0.9508438908511998,0.8551491819056786,0.9653407168046859,0.886417569981079,0.9636006462490563,0.8834536250266587,0.9545527551880433,0.8687463555339432,0.4667618950457145
0,67,33,0.9468625686059915,0.8506387938451688,0.9458546322255168,0.8675865920081668,0.9507461345742202,0.8549683162049209,0.9652731707607628,0.8863256175841276,0.9635450844284376,0.8833638271840519,0.9544563181189858,0.8685766293652872,0.4737791327893902
0,68,32,0.9466333495564031,0.8504311983512416,0.9456413775461129,0.8673248364573132,0.9506525023562916,0.8547971397381323,0.9651209086280889,0.8862089087726124,0.9634839405346949,0.8832553214575687,0.9543064157243183,0.8684034809553737,0.48110982807116576
0,69,31,0.9463981386195495,0.8502486143626068,0.9454794158368938,0.8671001629428304,0.950585946100677,0.8546840986751587,0.9650633331472682,0.8861381761595728,0.9633955844266753,0.8831168831168831,0.9541844836262128,0.8682575870514103,0.488739876280488
0,70,30,0.9462720982399632,0.8500585269223843,0.9453121691230228,0.8668776707246048,0.9505181707626111,0.8545387601656214,0.964971174467481,0.8860780534384891,0.9633459164542255,0.8830532763117033,0.9540839058094608,0.8681212575125606,0.49665548085837796
0,71,29,0.9460199738290582,0.8498434279768694,0.9451027727981456,0.8666333655438081,0.9504898604182207,0.8544773950171499,0.9649084287805503,0.8859931743028416,0.9632620775070443,0.8829185795477931,0.9539566226666037,0.8679731884776924,0.5048432099837202
0,72,28,0.9458762320005834,0.8496983612461733,0.944847310919758,0.8663607035116688,0.9504070938392574,0.8543546647202073,0.9648231893767857,0.8859401248430621,0.9631811973394383,0.8827838827838828,0.9538270046951645,0.8678275474209988,0.5132900414645375
0,73,27,0.9457750540965754,0.849583308321828,0.9445791233487478,0.866133848700929,0.9503658601030679,0.8542739211037975,0.9646953227382152,0.8858764654913264,0.963134488831723,0.8826903433645007,0.953709969823666,0.8677115773964763,0.5219833969262496
0,74,26,0.9457132588318355,0.8494932669027753,0.944317921212551,0.8659069938901892,0.9503370347187144,0.854219015444639,0.964619284530407,0.8858340259235027,0.9630786029760718,0.8825968039451185,0.9536132204539159,0.867610021221245,0.5309111664550547
0,75,25,0.9456014539285246,0.8493507013226084,0.9440180498246757,0.8656496009318497,0.9502800068621726,0.8541415015728856,0.9645464023332871,0.8858021962476349,0.9630095668830916,0.8824995229489612,0.9534910959663503,0.867488704604788,0.5400617248673217
0,76,24,0.9455138388126001,0.8492356483982632,0.9437213628359015,0.8654271087136242,0.9502313929976586,0.8540769066797579,0.9645130972249033,0.8857632933104631,0.9629518102770416,0.8824172082599049,0.953386300429621,0.8673840330724026,0.5494239407476404
0,77,23,0.9453788090738625,0.8491230966244473,0.9434698189034347,0.8652373359392552,0.9501771298599431,0.8539767845954099,0.9644681491824263,0.8857067072200315,0.9628842751277937,0.882327410417298,0.9532756364294921,0.8672742669592883,0.5589871793401586
0,78,22,0.9452995259492831,0.849018048302219,0.9432207416433539,0.8650432005723722,0.9501427932646811,0.8538895814896874,0.9643627119855858,0.885635974606992,0.962830196016371,0.8822600620353429,0.953171193771855,0.8671693734013226,0.5687413002997643
0,79,21,0.9452340721837182,0.848935510334754,0.9430051404622563,0.8648708781680602,0.9501368420465526,0.8538249865965597,0.9643368901308996,0.8856041449311242,0.9627491440933998,0.8821590394624103,0.9530924177833653,0.8670789118985816,0.5786766512195447
0,80,20,0.945024300484231,0.8487579286471777,0.9426557410484077,0.8647487255776618,0.9500969446842399,0.8537474727248063,0.9642634857045175,0.8855228024261286,0.9626813088366262,0.8820804663501293,0.9529443561516044,0.8669714791451808,0.5887840577551897
0,81,19,0.9448999855354049,0.8486553814754787,0.9424740314376003,0.8645829470621211,0.9500728039631773,0.8536990265549605,0.9640897970090602,0.8854520698130891,0.9626122356349678,0.8820018932378483,0.9528297707160421,0.8668782636286995,0.5990548110704618
0,82,18,0.9447809363162657,0.8485528343037797,0.9423194097544717,0.86444770669418,0.9500428422792211,0.8536279721725201,0.9639571668684487,0.8853742639387455,0.9625031655960814,0.8818784212042639,0.9527207041628977,0.8667762396626978,0.6094806532341012
0,83,17,0.9446995078866272,0.8484377813794345,0.9421602107098259,0.8643037411412106,0.9500306776758594,0.8535795260026743,0.9638513277789911,0.8852787749111422,0.962447526470377,0.8818110728223088,0.9526378501043361,0.8666821792513539,0.6200537611100078
0,84,16,0.9446319689829129,0.8483477399603818,0.9420460410464427,0.8642077641058976,0.9499868018445404,0.8534955526416081,0.9636957650711989,0.8851938957754947,0.962371601622173,0.8817250165564773,0.9525464357134537,0.8665939938079719,0.6307667292007931
0,85,15,0.9445394101690776,0.8482276847349781,0.9421346446608878,0.8641096057743275,0.94994820572045,0.8534341874931368,0.9635873113329745,0.8851019433785433,0.9623555999182473,0.8817063086726008,0.9525130343603274,0.8665159460107172,0.6416125518306719
0,86,14,0.9444398678995113,0.8481076295095744,0.9420249525598878,0.8640179913315287,0.9499119273108999,0.8533760520893218,0.9633907943934658,0.8849569415218121,0.9622920786133258,0.881642701867421,0.9524119241554182,0.8664202632639316,0.652584604987481
0,87,13,0.9443338711528316,0.8479950777357584,0.9419308996643366,0.8639525524438153,0.9498472030451459,0.8532953084729121,0.9633184510204803,0.8848826722781207,0.9621599879886684,0.8815529040248141,0.9523180825742926,0.8663357029910841,0.6636766280852947
0,88,12,0.9442745228353101,0.8479125397682934,0.9418193710047323,0.8638805696673305,0.9498067555195551,0.8532468623030663,0.9632373931841364,0.884819012926385,0.9618519500542468,0.8813583420324993,0.9521979985195962,0.8662434653395149,0.6748827058583341
0,89,11,0.9441270916695841,0.8478099925965944,0.9417116637365448,0.8638107681871029,0.9497601351207314,0.8531822674099385,0.9631706680788225,0.8847624268359534,0.961485963666744,0.8811637800401846,0.9520511044544854,0.8661458470139548,0.6861972505531239
